10.0,32.0,1468.0,864.0,43.0,102.0,0.0,10.0,1.0
10.0,33.0,706.0,590.0,36.0,93.0,0.0,10.0,0.78378
10.0,34.0,92.0,0.0,115.0,219.0,0.0,11.0,1.0
10.0,35.0,198.0,33.0,32.0,127.0,0.0,11.0,1.0
10.0,36.0,224.0,42.0,23.0,65.0,0.0,11.0,1.0
10.0,37.0,1871.0,257.0,26.0,69.0,0.0,10.0,1.0
10.0,38.0,1584.0,777.0,34.0,50.0,0.0,10.0,1.0
10.0,39.0,1658.0,915.0,36.0,56.0,0.0,10.0,1.0
10.0,40.0,1340.0,288.0,28.0,36.0,0.0,10.0,0.86486
10.0,41.0,1249.0,111.0,27.0,32.0,0.0,10.0,0.14286
10.0,42.0,718.0,790.0,30.0,48.0,0.0,10.0,0.54839
10.0,43.0,703.0,503.0,30.0,43.0,0.0,10.0,0.64516
10.0,44.0,699.0,428.0,30.0,42.0,0.0,10.0,0.51613
10.0,45.0,687.0,206.0,77.0,112.0,0.0,7.0,0.79226
10.0,46.0,678.0,291.0,57.0,121.0,0.0,7.0,0.57603
10.0,47.0,1543.0,628.0,176.0,116.0,0.0,4.0,1.0
10.0,48.0,1193.0,320.0,270.0,255.0,0.0,3.0,0.98824
10.0,49.0,1790.0,94.0,152.0,105.0,0.0,4.0,0.85621
10.0,50.0,1483.0,538.0,252.0,181.0,0.0,5.0,0.64635
10.0,51.0,1279.0,173.0,129.0,104.0,0.0,4.0,0.9874
10.0,52.0,1280.0,153.0,162.0,96.0,0.0,4.0,0.081399
10.0,53.0,1249.0,150.0,160.0,99.0,0.0,4.0,0.21199
10.0,54.0,1185.0,-7.0,153.0,95.0,0.0,4.0,0.25622
10.0,55.0,562.0,161.0,166.0,97.0,0.0,4.0,0.23757
10.0,56.0,550.0,84.0,172.0,88.0,0.0,4.0,0.37852
10.0,57.0,517.0,55.0,170.0,89.0,0.0,4.0,0.16589
10.0,58.0,574.0,15.0,139.0,107.0,0.0,4.0,0.20529
10.0,59.0,1725.0,882.0,196.0,134.0,0.0,4.0,0.68329
10.0,60.0,795.0,149.0,60.0,174.0,1.0,1.0,1.0
10.0,61.0,1800.0,215.0,64.0,179.0,1.0,1.0,1.0
10.0,62.0,1487.0,70.0,53.0,146.0,1.0,1.0,0.76694
10.0,63.0,1626.0,259.0,59.0,184.0,1.0,1.0,0.97162
10.0,64.0,1358.0,612.0,42.0,89.0,0.0,10.0,0.093023
10.0,65.0,1545.0,247.0,60.0,192.0,1.0,1.0,0.20776
10.0,66.0,1049.0,207.0,97.0,179.0,1.0,1.0,1.0
10.0,67.0,1031.0,139.0,71.0,177.0,1.0,1.0,0.53652
10.0,68.0,213.0,389.0,65.0,195.0,1.0,1.0,1.0
10.0,69.0,249.0,354.0,57.0,214.0,1.0,1.0,0.56696
10.0,70.0,878.0,128.0,61.0,178.0,1.0,1.0,1.0
10.0,71.0,914.0,140.0,51.0,159.0,1.0,1.0,0.5
10.0,72.0,1039.0,-44.0,46.0,122.0,1.0,1.0,0.63415
10.0,73.0,1000.0,-46.0,47.0,120.0,1.0,1.0,0.4969
10.0,74.0,1440.0,242.0,49.0,169.0,1.0,1.0,0.74024
10.0,75.0,1407.0,192.0,46.0,171.0,1.0,1.0,0.6091
10.0,76.0,704.0,-5.0,53.0,163.0,1.0,1.0,0.80251
10.0,77.0,754.0,-66.0,40.0,109.0,1.0,1.0,0.35277
10.0,78.0,551.0,-43.0,39.0,131.0,1.0,1.0,0.2803
10.0,79.0,598.0,-7.0,61.0,77.0,0.0,7.0,0.052109
10.0,80.0,-29.0,863.0,72.0,255.0,1.0,1.0,0.50161
10.0,81.0,1198.0,37.0,74.0,113.0,0.0,7.0,0.99719
10.0,82.0,503.0,142.0,55.0,173.0,1.0,1.0,0.068966
10.0,83.0,505.0,148.0,103.0,191.0,1.0,1.0,1.0
10.0,84.0,463.0,74.0,50.0,172.0,1.0,1.0,0.72402
10.0,85.0,417.0,87.0,53.0,171.0,1.0,1.0,1.0
10.0,86.0,540.0,64.0,42.0,167.0,1.0,1.0,0.48422
10.0,87.0,490.0,42.0,50.0,160.0,1.0,1.0,0.41286
10.0,88.0,356.0,105.0,52.0,178.0,1.0,1.0,1.0
10.0,89.0,369.0,77.0,47.0,154.0,1.0,1.0,0.27379
10.0,90.0,286.0,123.0,53.0,170.0,1.0,1.0,1.0
10.0,91.0,336.0,86.0,49.0,174.0,1.0,1.0,0.40206
10.0,92.0,218.0,128.0,45.0,165.0,1.0,1.0,0.94382
10.0,93.0,257.0,94.0,59.0,180.0,1.0,1.0,0.47136
10.0,94.0,242.0,85.0,58.0,169.0,1.0,1.0,0.069093
10.0,95.0,264.0,71.0,54.0,166.0,1.0,1.0,0.10778
10.0,96.0,209.0,98.0,41.0,176.0,1.0,1.0,0.19586
10.0,97.0,914.0,-107.0,38.0,115.0,1.0,1.0,0.068966
10.0,116.0,1208.0,-14.0,74.0,146.0,1.0,1.0,0.32399
10.0,137.0,39.0,309.0,115.0,117.0,0.0,11.0,1.0
